33	zu	word
34	lenken	word
35	,	word
36	eines	word
37	jungen	word
38	pflichtgemäß	word
39	anwesenden	word
40	Anwalts	AppTdfW
41	,	word
42	den	pron
43	die	word
44	›	word
45	Gerichtszeitung	word
46	‹	word
47	mehr	word
48	in	word
49	Anspruch	word
50	nahm	word
51	als	word
52	seine	pron
53	Klienten	AppTdfW
54	und	word
55	der	pron
56	einer	word
57	so	word
58	gut	word
59	parfümierten	word
60	und	word
61	so	word
62	reich	word
63	gekleideten	word
64	Frau	AppTdfW
65	lachend	word
66	seine	pron
67	Dienste	word
68	zur	word
69	Verfügung	word
70	stellte	word
71	.	word
72	Asien	Core

0	um	word
1	den	word
2	Erdball	word
3	.	word
4	Siebenundzwanzigtausend	word

0	Zum	word
1	Wohlsein	word
2	!	word
3	«	word
4	Der	word

0	Sache	word
1	war	word
2	doch	word
3	ganz	word
4	klar	word
5	,	word
6	so	word
7	dunkel	word
8	sie	word
9	auch	word
10	einem	word
11	den	word
12	Deckel	word
13	vom	word
14	Suppennapf	word
15	abhebenden	word
16	und	word
17	vergeblich	word
18	um	word
19	sich	word
20	schauenden	word
21	Muttergemüt	word
22	sein	word
23	mochte	word
24	.	word
25	Beiläufig	word

0	Vollkommen	word
1	,	word
2	vollkommen	word
3	,	word
4	«	word
5	rief	word
6	Eleonora	Core
7	ganz	word
8	entzückt	word
9	aus	word
10	,	word
11	und	word
12	bedeckte	word
13	ihre	pron
14	liebe	word
15	Rosa	Core
16	mit	word
17	zahllosen	word
18	schwesterlichen	word
19	Küssen	word
20	.	word
21	Selbst	word

0	war	word
1	doch	word
2	die	word
3	Höhe	word
4	!	word
5	Herr	Core

0	hätte	word
1	weinen	word
2	mögen	word
3	mit	word
4	ihr	pron
5	und	word
6	mußte	word
7	sich	pron
8	freuen	word
9	,	word
10	denn	word
11	alles	word
12	lebte	word
13	in	word
14	ihm	pron
15	mit	word
16	Freude	word
17	an	word
18	der	word
19	Welt	word
20	,	word
21	in	word
22	solchen	word
23	Augenblicken	word
24	der	word
25	Bestimmung	word
26	zeigt	word
27	sich	pron
28	Gott	AppTdfW
29	in	word
30	der	word
31	Herrlichkeit	word
32	seiner	pron
33	Welt	word
34	,	word
35	wie	word
36	auf	word
37	dem	word
38	Throne	word
39	,	word
40	jedem	word
41	nach	word
42	seinem	pron
43	Maße	word
44	.	word
45	So	word

0	immerfort	word
1	,	word
2	in	word
3	lockenden	word
4	,	word
5	seligen	word
6	Gesängen	word
7	,	word
8	die	word
9	schwollen	word
10	,	word
11	immerfort	word
12	,	word
13	neben	word
14	sich	pron
15	,	word
16	rings	word
17	um	word
18	sich	pron
19	,	word
20	überall	word
21	hörte	word
22	er	pron
23	ohne	word
24	Laß	word
25	ihre	pron
26	sanfte	word
27	,	word
28	blasse	word
29	Stimme	word
30	,	word
31	als	word
32	ob	word
33	über	word
34	dünnes	word
35	Silber	word
36	in	word
37	langsam	word
38	träufelnden	word
39	Tropfen	word
40	ein	word
41	klingender	word
42	Perlenguß	word
43	rieselte	word
44	.	word
45	Ah	word

0	ein	word
1	edleres	word
2	Gefühl	word
3	siegte	word
4	über	word
5	die	word
6	wilde	word
7	Leidenschaft	word
8	.	word
9	Leise	word

0	fühle	word
1	,	word
2	wie	word
3	die	word
4	Erde	word
5	unter	word
6	meinen	pron
7	Füßen	word
8	kreist	word
9	und	word
10	ich	pron
11	gleichsam	word
12	nur	word
13	auf	word
14	ihr	word
15	stationiert	word
16	bin	word
17	,	word
18	sonst	word
19	aber	word
20	dem	word
21	Allgemeinen	word
22	angehöre	word
23	.	word
24	Wie	word

0	er	word
1	aber	word
2	geendet	word
3	hatte	word
4	,	word
5	lachten	word
6	,	word
7	die	word
8	ihm	word
9	zuhörten	word
10	,	word
11	und	word
12	schrien	word
13	:	word
14	Er	word
15	versprach	word
16	uns	word
17	Enthüllung	word
18	der	word
19	Tiefen	word
20	des	word
21	Seins	word
22	und	word
23	redet	word
24	wie	word
25	andere	word
26	Priester	word
27	.	word
28	Sie	word

0	Groß	word
1	,	word
2	eine	word
3	berrliche	word
4	Büste	word
5	,	word
6	breite	word
7	Schultern	word
8	,	word
9	einen	word
10	schlanken	word
11	Hals	word
12	:	word
13	einen	word
14	matten	word
15	,	word
16	dunklen	word
17	,	word
18	klaren	word
19	Teint	word
20	,	word
21	edle	word
22	Züge	word
23	;	word
24	Augen	word
25	,	word
26	welche	word
27	denen	word
28	Mr.	word
29	Rochesters	word

0	Mosel	word
1	,	word
2	sagen	word
3	wir	word
4	ein	word
5	Zeltinger	word
6	oder	word
7	ein	word
8	Brauneberger	word
9	,	word
10	wird	word
11	langsam	word
12	über	word
13	die	word
14	Büschel	word
15	gegossen	word
16	;	word
17	das	word
18	genügt	word
19	.	word
20	Apfelsinenschnitten	word

0	besuchst	word
1	dann	word
2	täglich	word
3	mich	word
4	und	word
5	dein	word
6	liebes	word
7	Kind	word
8	,	word
9	verweilest	word
10	während	word
11	des	word
12	Frühlings	word
13	und	word
14	Sommers	word
15	auf	word
16	meinem	word
17	Landhause	word
18	und	word
19	genießest	word
20	die	word
21	Wonnen	word
22	einer	word
23	glücklichen	word
24	Mutter	word
25	,	word
26	ohne	word
27	den	word
28	mindesten	word
29	Verdacht	word
30	zu	word
31	erregen	word
32	.	word
33	Ich	word

0	selbst	word
1	diese	word
2	Nähe	word
3	,	word
4	die	word
5	ihm	pron
6	den	word
7	Pfeil	word
8	des	word
9	Schmerzes	word
10	nur	word
11	immer	word
12	tiefer	word
13	in	word
14	die	word
15	gespaltene	word
16	Brust	word
17	drückte	word
18	,	word
19	mußte	word
20	sie	word
21	ihm	pron
22	nicht	word
23	,	word
24	den	word
25	Eindruck	word
26	ihrer	pron
27	Liebenswürdigkeit	word
28	immer	word
29	unauslöschlicher	word
30	machend	word
31	,	word
32	das	word
33	Loos	word
34	der	word
35	Mücke	word
36	,	word
37	die	word
38	das	word
39	Licht	word
40	umflattert	word
41	,	word
42	in	word
43	seinem	word
44	Schimmer	word
45	sich	word
46	wärmen	word
47	will	word
48	,	word
49	und	word
50	,	word
51	von	word
52	der	word
53	gefährlichen	word
54	Flamme	word
55	in	word
56	Asche	word
57	verwandelt	word
58	,	word
59	dahin	word
60	sinkt	word
61	,	word
62	als	word
63	Sinnbild	word
64	seines	pron
65	eigenen	word
66	Schicksals	word
67	,	word
68	im	word
69	Spiegel	word
70	der	word
71	Zukunft	word
72	zeigen	word
73	?	word
74	Alle	word

0	Mesummes	word
1	?	word
2	«	word
3	Oliver	Core

0	taumelte	word
1	er	pron
2	ohne	word
3	Bewußtsein	word
4	auf	word
5	den	word
6	Divan	word
7	nieder	word
8	.	word
9	Nach	word

0	Was	word
1	schreibt	word
2	er	word
3	Dir	word
4	denn	word
5	,	word
6	Lydchen	word
7	?	word
8	«	word
9	fragte	word

0	ist	word
1	der	word
2	Phantastengott	AppTdfW
3	.	word
4	Von	word

0	der	word
1	Fleischerhalle	word
2	vorbei	word
3	,	word
4	die	word
5	Kaitreppe	word
6	hinunter	word
7	,	word
8	begab	word
9	er	pron
10	sich	pron
11	,	word
12	guter	word
13	Beute	word
14	gewiß	word
15	,	word
16	an	word
17	den	word
18	Steg	word
19	.	word
20	Er	pron

0	will	word
1	jetzt	word
2	nicht	word
3	untersuchen	word
4	,	word
5	ob	word
6	du	word
7	,	word
8	da	word
9	du	word
10	dich	word
11	einmal	word
12	so	word
13	tief	word
14	mit	word
15	Kerinthus	word
16	eingelassen	word
17	,	word
18	da	word
19	deine	word
20	Fähigkeiten	word
21	und	word
22	Vorzüge	word
23	dich	word
24	zu	word
25	einem	word
26	ansehnlichen	word
27	Posten	word
28	in	word
29	seinem	word
30	unsichtbaren	word
31	Reiche	word
32	bestimmten	word
33	,	word
34	und	word
35	die	word
36	Freundschaft	word
37	Diokleens	word
38	(	word
39	deren	word
40	Aufrichtigkeit	word
41	und	word
42	Wärme	word
43	zu	word
44	bezweifeln	word
45	,	word
46	du	word
47	,	word
48	so	word
49	viel	word
50	ich	word
51	sehe	word
52	,	word
53	keinen	word
54	Grund	word
55	hattest	word
56	)	word
57	dir	word
58	unfehlbar	word
59	das	word
60	Innerste	word
61	seines	word
62	Ordens	word
63	aufgeschlossen	word
64	und	word
65	einen	word
66	unmittelbaren	word
67	Antheil	word
68	an	word
69	den	word
70	Vortheilen	word
71	seiner	word
72	Unternehmung	word
73	verschafft	word
74	haben	word
75	würde	word
76	,	word
77	–	word
78	ob	word
79	du	word
80	,	word
81	sage	word
82	ich	word
83	,	word
84	nicht	word
85	klüger	word
86	gethan	word
87	hättest	word
88	,	word
89	bei	word
90	ihm	word
91	auszuharren	word
92	,	word
93	und	word
94	ob	word
95	nicht	word
96	gerade	word
97	das	word
98	,	word
99	was	word
100	dich	word
101	bewog	word
102	seine	word
103	Partei	word
104	zu	word
105	verlassen	word
106	,	word
107	dich	word
108	zum	word
109	Gegentheil	word
110	hätte	word
111	bestimmen	word
112	sollen	word
113	.	word
114	Zwar	word

0	hatte	word
1	er	pron
2	im	word
3	Arbeitshaus	word
4	sagen	word
5	hören	word
6	:	word
7	in	word
8	London	word
9	brauche	word
10	niemand	word
11	,	word
12	der	word
13	nur	word
14	ein	word
15	bißchen	word
16	Grütze	word
17	habe	word
18	,	word
19	zu	word
20	hungern	word
21	,	word
22	und	word
23	in	word
24	dieser	word
25	ungeheueren	word
26	Stadt	word
27	könne	word
28	man	word
29	leben	word
30	auf	word
31	eine	word
32	Weise	word
33	,	word
34	von	word
35	der	word
36	sich	word
37	Leute	AppA
38	,	word
39	die	AppA
40	auf	word
41	dem	word
42	Lande	word
43	aufgewachsen	word
44	seien	word
45	,	word
46	gar	word
47	keinen	word
48	Begriff	word
49	machten	word
50	.	word
51	Es	word

0	Wer	word
1	schenkt	word
2	mir	word
3	das	word
4	alles	word
5	?	word
6	«	word
7	fragte	word

0	stumm	word
1	–	word
2	ohne	word
3	daß	word
4	ihm	pron
5	wie	word
6	sonst	word
7	dieser	word
8	nervöse	word
9	,	word
10	trockene	word
11	Hustenreiz	word
12	kam	word
13	,	word
14	der	word
15	wie	word
16	ein	word
17	Heroldsgeräusch	word
18	war	word
19	–	word
20	stumm	word
21	und	word
22	rasch	word
23	trat	word
24	er	pron
25	ein	word
26	...	word
27	Da	word

0	Alte	AppTdfW
1	schüttelte	word
2	sich	pron
3	vor	word
4	Ungeduld	word
5	:	word
6	»	word
7	Ich	word
8	denk	word
9	der	word
10	Zeit	word
11	,	word
12	wo	word
13	du	word
14	ein	word
15	Kind	word
16	warst	word
17	«	word
18	,	word
19	sprach	word
20	er	pron
21	,	word
22	»	word
23	und	word
24	brav	word
25	unter	word
26	der	word
27	Obhut	word
28	deiner	word
29	braven	word
30	Mutter	word
31	,	word
32	die	word
33	dich	word
34	zur	word
35	Arbeit	word
36	angehalten	word
37	hat	word
38	...	word
39	Glotz	word
40	du	word
41	nur	word
42	!	word
43	–	word
44	Brav	word
45	und	word
46	rechtschaffen	word
47	,	word
48	sag	word
49	ich	word
50	.	word
51	Das	word

0	blickte	word
1	der	word
2	Mönch	AppTdfW
3	nur	word
4	mürrisch	word
5	da	word
6	hinaus	word
7	,	word
8	ungeduldig	word
9	,	word
10	daß	word
11	der	word
12	Propst	AppTdfW
13	,	word
14	den	pron
15	er	pron
16	schon	word
17	allenthalben	word
18	gesucht	word
19	,	word
20	nun	word
21	statt	word
22	sich	pron
23	mit	word
24	ihm	pron
25	zu	word
26	entfernen	word
27	,	word
28	kurzweilige	word
29	Späße	word
30	trieb	word
31	,	word
32	die	word
33	seiner	pron
34	Würde	word
35	sehr	word
36	wenig	word
37	gemäß	word
38	waren	word
39	.	word
40	Jetzt	word

0	Namen	word
1	kannte	word
2	ich	pron
3	wohl	word
4	,	word
5	aber	word
6	von	word
7	seinen	pron
8	Werken	word
9	so	word
10	gut	word
11	wie	word
12	nichts	word
13	.	word
14	Da	word

0	Alles	word
1	in	word
2	allem	word
3	,	word
4	sei	word
5	froh	word
6	drüber	word
7	...	word
8	Aber	word

0	der	word
1	Hof	word
2	eine	word
3	grausame	word
4	Hinrichtung	word
5	beschlossen	word
6	hatte	word
7	,	word
8	entweder	word
9	um	word
10	der	word
11	Rache	word
12	des	word
13	Kaisers	AppTdfW
14	oder	word
15	der	word
16	Bosheit	word
17	einiger	word
18	Günstlinge	word
19	zu	word
20	frönen	word
21	,	word
22	hielt	word
23	der	word
24	Kaiser	AppTdfW
25	jedesmal	word
26	eine	word
27	Rede	word
28	im	word
29	versammelten	word
30	Rate	AppTdfW
31	,	word
32	worin	word
33	er	pron
34	von	word
35	seiner	pron
36	großen	word
37	Sanftmut	word
38	und	word
39	Zartheit	word
40	als	word
41	von	word
42	Eigenschaften	word
43	sprach	word
44	,	word
45	die	word
46	bereits	word
47	aller	word
48	Welt	word
49	bekannt	word
50	seien	word
51	.	word
52	Diese	word

0	Affe	word
1	,	word
2	o	word
3	gerechter	word
4	Affe	word
5	!	word
6	rief	word

0	war	word
1	still	word
2	in	word
3	dem	word
4	öden	word
5	Krankenzimmer	word
6	um	word
7	sie	pron
8	her	word
9	,	word
10	wie	word
11	in	word
12	ihrer	pron
13	Seele	word
14	,	word
15	und	word
16	sie	pron
17	nahm	word
18	alle	word
19	ihre	pron
20	Kräfte	word
21	zusammen	word
22	,	word
23	um	word
24	diese	word
25	Zeilen	word
26	zu	word
27	schreiben	word
28	:	word
29	»	word
30	Wenn	word
31	Sie	pron
32	dieses	word
33	Blatt	word
34	erhalten	word
35	,	word
36	werden	word
37	vielleicht	word
38	die	word
39	Hände	word
40	schon	word
41	verwesen	word
42	,	word
43	die	word
44	es	word
45	schrieben	word
46	,	word
47	und	word
48	das	word
49	Herz	word
50	,	word
51	das	word
52	Sie	pron
53	geliebt	word
54	hat	word
55	,	word
56	schlägt	word
57	nicht	word
58	mehr	word
59	und	word
60	schlummert	word
61	in	word
62	der	word
63	Erde	word
64	.	word
65	Aber	word

0	dem	word
1	Augenblick	word
2	hatte	word
3	Pulcheria	Core
4	sich	pron
5	nach	word
6	ihrer	pron
7	Begleiterin	AppTdfW
8	umgesehen	word
9	und	word
10	rief	word
11	ihr	pron
12	streng	word
13	und	word
14	hastig	word
15	zu	word
16	:	word
17	»	word
18	Halt	word
19	!	word
20	halt	word

0	schlichen	word
1	sich	pron
2	,	word
3	da	word
4	die	word
5	Thür	word
6	offen	word
7	gelassen	word
8	werden	word
9	mußte	word
10	,	word
11	still	word
12	davon	word
13	und	word
14	dachten	word
15	,	word
16	die	word
17	Zurückbleibenden	AppTdfW
18	würden	word
19	schon	word
20	ausmachen	word
21	was	word
22	gut	word
23	sei	word
24	;	word
25	sie	pron
26	stimmten	word
27	gar	word
28	nicht	word
29	mit	word
30	,	word
31	und	word
32	gewiß	word
33	waren	word
34	diese	word
35	Ausreißer	AppTdfW
36	nicht	word
37	minder	word
38	vorn	word
39	dran	word
40	,	word
41	wenn	word
42	es	word
43	galt	word
44	,	word
45	die	word
46	Ueberlasten	word
47	aller	word
48	Art	word
49	zu	word
50	beklagen	word
51	.	word
52	Die	word

0	der	word
1	Kammerdiener	AppTdfW
2	laut	word
3	schrie	word
4	:	word
5	»	word
6	Schießt	word
7	den	word
8	Hund	word
9	nieder	word
10	,	word
11	wenn	word
12	er	word
13	nicht	word
14	hält	word
15	!	word
16	«	word
17	verdoppelte	word

0	Pfäffers	Core
1	›	word
2	Spatzen	word
3	‹	word
4	konnten	word
5	da	word
6	nicht	word
7	mit	word
8	.	word
9	Sie	pron

0	Ich	word
1	würde	word
2	dazu	word
3	sagen	word
4	–	word
5	daß	word
6	die	word
7	Gräfin	word
8	,	word
9	wenn	word
10	sie	word
11	einen	word
12	solchen	word
13	Plan	word
14	fassen	word
15	sollte	word
16	,	word
17	sich	word
18	schlecht	word
19	auf	word
20	wahre	word
21	Leidenschaft	word
22	verstehen	word
23	,	word
24	oder	word
25	eine	word
26	große	word
27	Achtung	word
28	vor	word
29	dem	word
30	Talente	word
31	der	word
32	»	word
33	Buhlerin	word
34	«	word
35	haben	word
36	müßte	word
37	.	word
38	–	word

0	wollte	word
1	noch	word
2	einmal	word
3	in	word
4	das	word
5	große	word
6	Völkerfest	word
7	hinaus	word
8	,	word
9	bevor	word
10	der	word
11	laute	word
12	Traum	word
13	erlosch	word
14	.	word
15	Er	pron

0	freute	word
1	das	word
2	junge	word
3	Mädchen	AppTdfW
4	unbeschreiblich	word
5	,	word
6	und	word
7	nun	word
8	kam	word
9	ihr	pron
10	bald	word
11	der	word
12	Gedanke	word
13	,	word
14	wie	word
15	sie	pron
16	selbst	word
17	noch	word
18	ein	word
19	gar	word
20	so	word
21	dummes	word
22	Gänschen	AppTdfW
23	sei	word
24	,	word
25	wie	word
26	sie	pron
27	gar	word
28	nicht	word
29	Bescheid	word
30	wisse	word
31	in	word
32	der	word
33	Welt	word
34	.	word
35	Daraufhin	word

0	verschlang	word
1	schnell	word
2	ihr	pron
3	Frühstück	word
4	und	word
5	eilte	word
6	von	word
7	dannen	word
8	,	word
9	um	word
10	mit	word
11	den	word
12	Operationen	word
13	zu	word
14	beginnen	word
15	.	word
16	Wie	word

0	der	word
1	Morgen	word
2	ging	word
3	hin	word
4	wie	word
5	gewöhnlich	word
6	;	word
7	nichts	word
8	trug	word
9	sich	word
10	zu	word
11	,	word
12	das	word
13	den	word
14	ruhigen	word
15	Verlauf	word
16	von	word
17	Adelens	Core
18	Studien	word
19	hätte	word
20	stören	word
21	können	word
22	.	word
23	Nur	word

0	Dieser	word
1	Er	pron
2	war	word
3	ihr	pron
4	Mann	AppTdfW
5	.	word
6	)	word
7	»	word

0	Jetzt	word
1	sind	word
2	wir	word
3	in	word
4	der	word
5	Arche	word
6	Noah	word
7	,	word
8	und	word
9	du	word
10	,	word
11	Aehni	word
12	,	word
13	bist	word
14	der	word
15	Noah	word
16	,	word
17	wenn	word
18	unser	word
19	Haus	word
20	fortschwimmt	word
21	,	word
22	«	word
23	plauderte	word
24	Victor	Core
25	.	word
26	»	word

0	was	word
1	Adrienne	word
2	krankt	word
3	,	word
4	ist	word
5	nicht	word
6	schwer	word
7	zu	word
8	sagen	word
9	.	word
10	Sie	word

0	mittendrin	word
1	sagt	word
2	er	pron
3	auf-	word
4	schnaufend	word
5	für	word
6	sich	pron
7	hin	word
8	:	word
9	»	word
10	D'	word
11	Welt	word
12	muaß	word
13	boarisch	word
14	bleibn	word
15	,	word
16	–	word
17	sinst	word
18	is's	word
19	ja	word
20	nimmer	word
21	schee	word
22	!	word
23	«	word
24	Wobei	word

0	sagte	word
1	ihr	pron
2	,	word
3	daß	word
4	ihre	pron
5	Leiden	word
6	nun	word
7	mit	word
8	denen	word
9	Jesu	Core
10	Christi	Core
11	eins	word
12	seien	word
13	.	word
14	Sie	pron

0	Und	word
1	aufrichtig	word
2	?	word
3	«	word
4	»	word

0	Inspektor	AppTdfW
1	eilte	word
2	auch	word
3	herbei	word
4	und	word
5	riß	word
6	die	word
7	Thür	word
8	auf	word
9	,	word
10	der	word
11	Fanny	Core
12	nun	word
13	rasch	word
14	entstieg	word
15	.	word
16	»	word

0	er	pron
1	,	word
2	nachdem	word
3	Oliver	Core
4	sich	pron
5	ein	word
6	wenig	word
7	gesättigt	word
8	.	word
9	»	word

0	Dmitry	Core
1	und	word
2	sah	word
3	verwundert	word
4	nach	word
5	allen	word
6	Seiten	word
7	sich	pron
8	um	word
9	.	word
10	Ihr	word

0	legte	word
1	beide	word
2	Arme	word
3	auf	word
4	Larivières	Core
5	Schultern	word
6	und	word
7	starrte	word
8	ihn	pron
9	verstört	word
10	und	word
11	flehend	word
12	an	word
13	.	word
14	Beinahe	word

0	zu	word
1	teuer	word
2	für	word
3	mich	pron
4	,	word
5	–	word
6	vielleicht	word
7	kann	word
8	ich	pron
9	später	word
10	wechseln	word
11	.	word
12	Es	word

0	dieser	word
1	Zeit	word
2	wunderte	word
3	ich	pron
4	mich	pron
5	sehr	word
6	,	word
7	nichts	word
8	von	word
9	einer	word
10	Botschaft	word
11	zu	word
12	vernehmen	word
13	,	word
14	die	word
15	unser	pron
16	Kaiser	AppTdfW
17	meinethalben	word
18	an	word
19	den	word
20	Hof	word
21	von	word
22	Blefuscu	word
23	hätte	word
24	senden	word
25	können	word
26	.	word
27	Nachher	word

0	Du	pron
1	nicht	word
2	dasselbe	word
3	hier	word
4	?	word
5	–	word

0	fühle	word
1	mich	word
2	so	word
3	beglückt	word
4	,	word
5	hier	word
6	meine	word
7	50	word
8	Schulhefte	word
9	zu	word
10	korrigieren	word
11	–	word
12	ich	word
13	schwöre	word
14	es	word
15	dir	word
16	,	word
17	ich	word
18	wünsche	word
19	mir	word
20	nichts	word
21	anderes	word
22	.	word
23	«	word
24	–	word

0	Ach	word
1	,	word
2	da	word
3	sind	word
4	Sie	word
5	!	word
6	Ich	word

0	jedoch	word
1	das	word
2	Vergnügen	word
3	der	word
4	Chiaretti	Core
5	nicht	word
6	zu	word
7	stören	word
8	,	word
9	flüsterte	word
10	er	pron
11	dieser	pron
12	,	word
13	ohne	word
14	das	word
15	mindeste	word
16	Aufsehen	word
17	zu	word
18	erregen	word
19	,	word
20	den	word
21	plötzlich	word
22	gefaßten	word
23	Entschluß	word
24	zu	word
25	,	word
26	den	word
27	Grafen	AppTdfW
28	noch	word
29	vor	word
30	Sonnenaufgang	word
31	zu	word
32	überraschen	word
33	,	word
34	sohin	word
35	unmittelbar	word
36	von	word
37	Rosa's	word
38	Landhause	word
39	dahin	word
40	zu	word
41	fahren	word
42	.	word
43	Chiaretti	Core

0	schüttelte	word
1	den	word
2	Kopf	word
3	.	word
4	»	word

0	einer	word
1	Weile	word
2	warf	word
3	er	pron
4	den	word
5	Pinsel	word
6	fort	word
7	.	word
8	Nein	word

0	schuldlose	word
1	,	word
2	strahlende	word
3	Hoffnung	word
4	beugte	word
5	sich	word
6	vor	word
7	dem	word
8	Modergeruch	word
9	des	word
10	Grabes	word
11	.	word
12	Rosalie	Core

0	meinem	pron
1	Wort	word
2	.	word
3	Liebe	word

0	Alles	word
1	triefte	word
2	von	word
3	Blut	word
4	.	word
5	–	word

0	sollte	word
1	dies	word
2	Neue	word
3	wieder	word
4	bedeuten	word
5	?	word
6	Hatte	word

0	Ungeschicklichkeiten	word
1	mach'	word
2	ich	pron
3	immer	word
4	.	word
5	Ich	pron

0	weinte	word
1	laut	word
2	und	word
3	bitterlich	word
4	,	word
5	als	word
6	ob	word
7	sie	pron
8	beide	pron
9	allein	word
10	miteinander	pron
11	in	word
12	einer	word
13	Wüste	word
14	gewesen	word
15	wären	word
16	.	word
17	Es	word

0	im	word
1	Vorzimmer	word
2	am	word
3	Fenster	word
4	saß	word
5	das	word
6	Mädchen	AppTdfW
7	und	word
8	las	word
9	.	word
10	Es	word

0	vier	word
1	Tagen	word
2	reise	word
3	ich	word
4	ab	word
5	.	word
6	Wollen	word

0	glaube	word
1	nicht	word
2	,	word
3	daß	word
4	Dir	word
5	die	word
6	Liebe	word
7	in	word
8	den	word
9	Weg	word
10	gekommen	word
11	,	word
12	damals	word
13	wandelte	word
14	ich	word
15	im	word
16	Traum	word
17	,	word
18	jetzt	word
19	wache	word
20	ich	word
21	wieder	word
22	;	word
23	hier	word
24	im	word
25	Mondschein	word
26	an	word
27	Deiner	word
28	Brust	word
29	weiß	word
30	ich	word
31	,	word
32	wer	word
33	ich	word
34	bin	word
35	,	word
36	und	word
37	was	word
38	Du	word
39	mir	word
40	bist	word
41	,	word
42	wie	word
43	ich	word
44	nur	word
45	Dir	word
46	angehöre	word
47	,	word
48	wie	word
49	Du	word
50	mich	word
51	bezauberst	word
52	;	word
53	aber	word
54	einmal	word
55	«	word
56	–	word
57	da	word
58	begann	word
59	ich	pron
60	meine	pron
61	Liebesgeschichte	word
62	,	word
63	von	word
64	der	word
65	ich	pron
66	nichts	word
67	mehr	word
68	weiß	word
69	.	word
70	Und	word

0	ist	word
1	das	word
2	beste	word
3	Format	word
4	,	word
5	leicht	word
6	in	word
7	die	word
8	Tasche	word
9	zu	word
10	stecken	word
11	.	word
12	Das	word

0	es	word
1	noch	word
2	viel	word
3	zu	word
4	thun	word
5	gegeben	word
6	hätte	word
7	!	word
8	Aber	word

0	aber	word
1	fiel	word
2	mein	pron
3	Auge	word
4	auf	word
5	ein	word
6	Antlitz	word
7	von	word
8	ganz	word
9	andrem	word
10	Ausdruck	word
11	.	word
12	Angst	word

0	Lächeln	word
1	war	word
2	voll	word
3	holden	word
4	Zaubers	word
5	und	word
6	schöner	word
7	Rätsel	word
8	.	word
